annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
75043.7,0.382,0.677,0,18.7,16983.55,8.51,9.4,0
46947.06,0.316,0.418,0,3.2,9100.35,7.4,8.5,0
116976.96,0.228,0.563,0,8.2,23007.24,8.9,3.0,0
71601.52,0.203,0.763,0,4.7,32227.17,11.36,4.9,0
78202.31,0.166,0.391,0,3.9,11257.61,6.9,11.9,0
34437.76,0.16,0.361,0,8.5,15859.13,8.95,18.7,0
153131.47,0.195,0.01,1,8.4,10908.21,3.5,9.4,0
61532.37,0.291,0.568,0,8.2,18933.09,9.84,11.5,1
71571.38,0.421,0.389,0,11.4,6085.1,7.56,7.5,0
197683.89,0.25,0.506,0,11.4,20343.65,8.87,11.5,0
48265.78,0.319,0.689,2,10.3,5287.62,11.67,7.6,1
89317.86,0.339,0.31,0,23.1,8677.81,7.16,5.2,0
79661.78,0.324,0.719,0,22.8,30659.06,11.39,17.5,0
70614.12,0.3,0.802,0,7.0,15474.8,10.58,2.7,0
148562.75,0.39,0.888,3,26.3,32503.17,11.76,0.8,1
54074.42,0.233,0.722,1,9.3,16337.09,9.4,4.3,0
48894.24,0.376,0.103,1,11.0,9404.12,6.26,5.7,0
155020.81,0.391,0.757,0,4.3,58667.02,11.77,6.3,1
51685.5,0.346,0.767,1,8.4,18602.18,10.42,2.5,0
38480.04,0.313,0.329,0,17.4,4644.42,3.5,1.8,0
42984.47,0.431,0.69,0,10.6,8406.12,11.89,5.7,1
42038.99,0.322,0.104,1,16.0,9511.83,5.34,4.0,0
27236.77,0.289,0.197,1,14.0,11931.53,6.59,2.6,0
59243.46,0.306,0.706,0,3.9,14602.1,8.44,6.2,1
60679.79,0.285,0.21,1,12.0,6776.28,6.02,12.1,0
117597.12,0.226,0.3,0,12.1,10480.97,5.75,8.3,0
150401.04,0.133,0.01,0,7.5,27464.12,4.27,5.2,0
87455.1,0.44,0.831,0,3.5,42259.72,8.52,6.4,1
39965.73,0.37,0.287,0,6.8,11872.29,8.35,1.9,0
96827.12,0.224,0.542,0,6.8,34447.99,10.65,6.7,0
134789.35,0.189,0.906,3,23.0,56678.44,12.6,2.9,1
63190.62,0.355,0.481,0,15.7,14094.45,9.0,5.2,0
79241.2,0.257,0.446,0,10.1,7291.67,8.38,13.2,0
34550.7,0.405,0.462,0,9.0,7812.64,10.45,3.9,0
95441.95,0.156,0.365,0,6.4,13953.92,4.78,1.8,0
150850.83,0.209,0.659,0,16.1,30661.08,12.28,1.3,1
91671.15,0.121,0.239,0,8.0,17810.61,6.98,0.7,0
75516.43,0.123,0.544,1,11.2,3775.82,10.5,6.0,0
67903.63,0.337,0.341,0,2.3,12925.94,6.93,8.0,0
49202.99,0.291,0.297,2,12.0,19441.14,6.52,8.0,0
60520.81,0.162,0.371,1,6.8,20400.25,7.78,3.6,0
81642.59,0.438,0.188,0,3.6,15881.47,6.48,9.7,0
75933.2,0.261,0.717,0,4.5,7710.24,9.52,1.3,0
89595.64,0.384,0.436,1,8.0,24399.09,8.97,0.6,0
85180.76,0.169,0.325,0,21.6,24242.21,6.07,9.5,0
41676.07,0.218,0.662,0,12.1,4401.94,8.68,1.8,0
49315.28,0.507,0.48,0,5.5,10236.45,11.12,3.5,0
40816.55,0.476,0.547,0,12.8,15003.53,10.69,5.9,1
81700.82,0.298,0.249,1,10.3,16310.47,8.09,3.5,0
173177.24,0.079,0.127,0,11.7,53523.57,7.92,3.1,0
151729.14,0.255,0.423,1,8.0,61940.28,8.91,9.0,1
79339.24,0.322,0.724,3,5.8,19946.35,14.66,4.7,1
69276.3,0.344,0.318,0,10.1,21692.52,8.36,9.4,0
37067.75,0.297,0.328,0,20.8,17268.61,5.71,1.7,0
66951.79,0.148,0.207,0,6.0,24432.74,6.67,3.7,0
40500.4,0.379,0.394,2,6.5,18689.63,7.78,10.7,1
157543.89,0.249,0.65,0,8.7,57185.55,10.77,7.9,1
29836.36,0.289,0.521,0,7.4,13934.92,8.64,5.0,0
67706.07,0.282,0.587,1,5.7,24480.12,12.47,12.4,0
33029.44,0.639,0.825,0,9.7,17401.36,11.26,11.3,1
60106.84,0.446,0.436,2,20.7,6073.46,8.79,6.3,0
92958.97,0.3,0.509,0,20.1,44149.46,6.63,7.7,0
112023.06,0.303,0.396,0,3.1,53022.89,9.91,1.2,0
60412.31,0.336,0.677,0,4.0,8926.38,13.04,3.1,0
99823.07,0.218,0.345,1,15.1,44560.24,8.42,12.8,0
47998.97,0.258,0.428,0,5.3,7272.91,7.73,2.2,0
90615.6,0.331,0.259,0,2.9,40024.06,6.3,2.7,0
89392.62,0.381,0.583,1,3.7,26142.02,12.18,3.6,1
95712.13,0.226,0.608,0,8.0,28049.71,7.75,1.5,0
56518.08,0.48,0.594,0,11.0,12176.66,12.74,8.3,0
58554.18,0.312,0.337,0,16.5,26907.45,8.85,1.8,0
80516.71,0.355,0.345,3,5.2,29630.26,10.36,4.8,1
43079.69,0.091,0.458,1,3.2,19147.22,9.49,9.6,0
48076.76,0.242,0.096,1,10.4,6885.42,8.55,4.4,0
99126.92,0.224,0.092,0,19.8,24979.75,3.5,10.8,0
42236.94,0.226,0.896,0,13.3,16705.79,12.12,0.3,1
53091.42,0.031,0.102,0,10.8,6031.24,3.5,8.5,0
152679.16,0.239,0.392,0,9.4,52228.4,6.95,8.9,0
25911.67,0.404,0.739,1,3.9,4547.51,13.94,12.8,0
56218.18,0.456,0.123,0,17.3,5376.09,6.95,0.0,0
60285.73,0.042,0.411,1,5.3,3218.14,7.24,10.4,0
59342.55,0.208,0.261,0,15.8,20573.58,7.82,3.4,0
43995.95,0.364,0.298,1,3.6,15225.63,8.48,6.4,0
83678.47,0.187,0.226,0,5.5,8740.22,9.01,4.0,0
53430.55,0.487,1.0,2,1.7,15897.29,12.86,5.2,1
102462.12,0.35,0.491,0,10.8,33048.58,8.26,19.2,0
55338.73,0.237,0.068,0,6.0,10351.29,7.22,3.3,0
166904.98,0.316,0.38,0,3.4,61525.77,8.69,8.4,0
30477.74,0.192,0.345,0,18.7,8999.62,3.5,2.8,1
37486.35,0.259,0.38,0,11.2,4183.64,4.09,14.4,0
209050.08,0.354,0.01,0,5.1,52625.73,6.2,5.3,0
109669.17,0.332,0.26,0,16.1,40499.89,10.75,16.1,0
92462.6,0.222,0.524,0,8.5,34350.6,8.32,3.0,0
100984.42,0.365,0.01,0,4.7,9303.07,6.45,8.9,0
85078.07,0.379,0.298,0,8.5,40497.83,10.48,6.2,0
95135.34,0.124,0.101,0,2.3,19683.07,6.28,7.7,0
70729.32,0.224,0.01,1,20.2,8855.31,3.5,7.5,0
119016.87,0.291,0.01,0,5.6,39573.68,4.96,3.4,0
100698.49,0.24,0.321,0,10.3,35255.23,7.28,2.5,0
148714.23,0.06,0.568,0,13.4,56748.67,10.57,9.3,0
124364.84,0.36,0.593,1,12.2,40704.9,13.05,7.7,0
87909.07,0.311,0.626,0,14.9,34472.75,11.79,2.8,0
32764.2,0.241,0.293,0,6.3,10659.39,10.56,2.4,0
159709.4,0.328,0.33,1,4.2,25116.5,10.63,19.2,0
41995.58,0.418,0.163,1,9.1,6237.25,7.91,4.4,0
91413.33,0.23,0.557,1,10.1,6802.45,9.24,1.2,0
60684.03,0.404,0.533,0,20.3,19667.58,10.9,9.1,0
62503.52,0.174,0.274,1,7.4,11010.27,5.35,0.8,0
95503.98,0.214,0.296,0,13.2,15616.26,8.1,7.7,0
79411.9,0.303,0.503,0,14.1,18984.65,7.43,5.6,0
101190.42,0.207,0.126,1,3.9,17203.42,7.38,4.8,0
39223.47,0.319,0.289,0,1.4,8935.38,6.12,2.4,0
58419.94,0.256,0.815,0,7.1,11643.21,15.17,4.4,0
50492.31,0.359,0.224,1,4.6,22669.33,6.19,4.3,0
60381.0,0.398,0.477,0,4.6,16683.49,8.29,3.7,0
65099.28,0.259,0.205,0,1.9,15874.75,7.96,2.5,1
189348.32,0.178,0.164,0,8.8,64460.34,7.21,15.9,0
59366.01,0.177,0.391,0,7.9,10351.19,8.31,14.4,0
27074.23,0.398,0.448,0,1.6,8095.4,8.8,6.1,1
154522.71,0.113,0.193,0,21.7,46077.44,5.37,4.1,0
109376.38,0.355,0.107,0,23.8,29941.79,3.88,2.2,0
67626.5,0.298,0.316,0,5.7,5961.63,8.4,8.7,0
50346.5,0.195,0.572,2,5.7,14228.43,10.74,26.5,0
48237.12,0.279,0.081,1,22.4,5123.58,4.7,5.8,0
115175.54,0.375,0.683,2,5.8,56728.34,12.54,3.0,1
60502.43,0.475,0.371,2,2.7,18744.81,8.98,6.9,0
23967.39,0.22,0.725,1,7.0,11850.87,10.42,4.4,0
70076.26,0.466,0.713,0,9.8,35025.4,10.18,4.3,1
90198.4,0.424,0.661,1,3.9,31686.38,11.32,0.9,1
83139.23,0.133,0.045,0,7.8,30945.98,3.5,3.7,0
66450.73,0.03,0.01,0,17.4,18814.68,4.89,2.5,0
45384.57,0.224,0.744,0,4.2,11324.56,10.02,8.7,0
40040.03,0.27,0.205,1,7.2,7656.49,5.17,2.1,0
137780.36,0.406,0.582,2,16.8,18652.65,11.09,0.2,1
62867.75,0.133,0.34,0,20.1,7421.82,3.89,7.4,0
24590.85,0.176,0.286,1,7.5,6789.36,5.15,10.3,1
76919.76,0.515,0.827,2,15.6,24437.52,12.89,6.8,1
64031.77,0.369,0.658,0,14.6,31825.69,7.55,3.8,0
63711.68,0.38,0.373,0,16.5,20739.06,8.37,12.3,0
49648.86,0.306,0.074,0,9.0,17096.4,6.58,3.7,0
31518.67,0.267,0.48,2,14.3,13851.51,8.22,6.5,1
112724.6,0.299,0.238,0,1.7,37645.66,11.16,9.9,0
84608.15,0.385,0.116,0,9.3,23630.53,7.28,6.4,0
94507.56,0.37,0.445,1,7.7,7975.59,11.1,8.7,0
84847.17,0.107,0.396,0,11.2,6705.29,6.72,4.4,0
89142.1,0.299,0.235,0,11.7,13985.73,4.42,3.1,0
66685.13,0.163,0.296,0,5.0,15816.32,9.32,5.0,0
78317.95,0.03,0.31,0,4.0,16179.74,6.76,4.2,0
122715.18,0.308,0.457,1,11.1,56563.65,7.37,2.6,1
147433.78,0.157,0.224,1,15.3,33099.68,7.07,3.4,0
31682.3,0.538,0.443,1,4.0,7895.88,11.45,4.4,0
58712.41,0.275,0.444,0,9.5,23606.68,11.62,9.8,0
97505.99,0.33,0.221,0,2.0,26805.65,5.41,3.8,1
189011.01,0.275,0.144,1,19.8,63926.67,5.64,5.3,0
163075.43,0.15,0.092,2,9.8,47375.34,9.01,6.5,0
43806.57,0.381,0.761,1,3.0,14559.78,11.31,8.0,1
111825.38,0.434,0.477,0,10.8,37538.22,13.8,5.0,0
70999.71,0.344,0.66,0,14.7,8034.14,8.98,21.7,0
94459.19,0.217,0.263,1,10.4,20439.96,4.23,3.9,0
99146.96,0.333,0.339,0,8.6,35697.35,5.4,3.7,0
32653.41,0.38,0.538,0,12.0,4529.79,12.39,2.9,0
95762.54,0.225,0.462,0,13.4,12226.86,8.81,8.8,0
147268.32,0.107,0.298,0,15.5,24158.17,8.21,4.5,0
64514.87,0.459,0.336,0,8.1,8915.01,7.95,1.0,0
53797.34,0.242,0.425,1,7.7,23489.75,7.26,2.5,1
29167.45,0.259,0.789,0,17.2,4715.73,9.46,1.8,0
88242.99,0.462,0.478,1,1.4,11995.29,6.91,2.4,0
79478.05,0.34,0.744,0,12.7,24673.03,6.85,3.9,0
49696.71,0.093,0.337,0,9.3,16671.38,8.9,6.8,0
53240.96,0.365,0.347,1,13.6,20729.25,7.43,5.3,0
68404.44,0.322,0.484,3,18.4,13824.39,8.81,3.1,1
56889.25,0.313,0.392,0,10.2,5567.56,6.68,7.6,0
57013.32,0.203,0.152,0,7.2,28568.27,8.54,3.6,0
33811.42,0.181,0.167,0,9.9,5256.1,4.51,9.6,0
142678.5,0.149,0.162,2,11.9,30153.44,8.27,3.9,0
52736.94,0.345,0.436,0,12.7,10265.31,7.28,2.2,0
34912.5,0.305,0.257,1,6.3,5060.29,10.19,1.8,0
22112.19,0.219,0.554,0,3.6,8254.74,10.6,7.6,1
106432.56,0.479,0.421,0,17.5,39647.78,6.49,4.7,0
86714.83,0.242,0.254,1,2.8,38775.97,7.33,6.5,0
116738.35,0.185,0.128,0,8.8,17873.11,4.28,15.4,0
118996.56,0.31,0.113,2,8.4,30533.03,7.44,7.6,0
103634.93,0.261,0.762,0,10.1,22946.63,10.85,6.7,0
79035.4,0.316,0.159,0,8.3,34046.94,7.29,10.4,0
57855.5,0.289,0.048,1,8.3,7338.95,7.25,3.2,0
46458.65,0.488,0.36,1,2.6,23319.99,8.9,8.7,1
87619.68,0.251,0.198,0,6.4,14156.49,5.61,3.9,0
157481.43,0.132,0.01,0,4.2,16243.32,5.34,5.7,0
61444.72,0.303,0.763,0,11.0,6474.8,9.73,13.8,0
145543.73,0.127,0.606,1,14.5,56778.64,7.85,4.4,1
83395.22,0.434,0.66,0,16.2,30554.79,12.08,8.0,0
85534.79,0.247,0.438,0,13.5,33876.33,9.55,6.8,0
150696.25,0.355,0.379,2,4.1,71057.05,10.32,13.6,0
215143.65,0.129,0.147,0,5.4,58191.55,6.81,3.5,0
161963.92,0.222,0.352,1,6.9,14185.17,7.58,1.3,0
46397.4,0.125,0.45,0,15.8,4658.99,6.92,2.0,0
220685.39,0.188,0.59,0,0.9,80000.0,9.2,6.4,0
56603.54,0.148,0.36,1,7.1,26732.72,5.74,3.6,0
53527.24,0.264,0.744,1,2.0,17849.11,11.28,10.5,1
24305.66,0.221,0.614,1,23.4,10001.81,9.65,5.7,0
83049.36,0.427,0.146,0,4.4,36044.22,8.07,2.9,0
41157.69,0.314,0.41,0,13.2,4373.4,4.8,4.5,0
84119.25,0.208,0.31,2,4.3,9816.05,10.02,0.3,0
39428.78,0.294,0.487,1,12.8,16311.63,9.46,6.4,0
166082.31,0.109,0.817,0,7.3,14430.82,7.99,9.3,0
85103.77,0.357,0.222,0,12.2,15803.1,6.54,12.3,0
180067.56,0.22,0.497,1,3.1,34425.07,8.21,2.3,0
50668.16,0.34,0.01,1,10.4,6792.73,6.35,7.3,0
169223.44,0.357,0.229,1,2.7,53893.76,4.93,13.3,0
37862.78,0.058,0.376,1,10.3,11962.94,9.27,1.7,0
65415.57,0.275,0.536,0,3.8,15944.8,8.48,6.0,0
48244.26,0.533,0.704,1,5.3,6407.78,12.4,11.5,1
50584.53,0.245,0.411,2,7.9,19962.71,7.75,21.5,1
66706.95,0.297,0.03,1,11.6,14458.96,4.92,9.4,0
32945.42,0.437,0.652,0,1.3,9166.21,9.95,4.4,0
40946.79,0.321,0.544,0,4.2,5886.58,9.96,5.5,0
53529.34,0.22,0.225,0,11.3,11662.55,8.1,6.3,0
62708.67,0.461,0.612,2,1.2,24263.41,13.32,14.7,1
139211.97,0.312,0.363,0,13.1,27170.49,8.95,6.1,0
85514.66,0.112,0.484,0,8.3,29933.16,9.04,2.1,0
115674.42,0.204,0.407,1,7.7,38266.47,8.22,2.7,0
21174.28,0.467,0.334,4,7.0,4033.48,13.06,5.9,1
52641.38,0.215,0.452,0,5.9,23719.94,7.46,3.9,1
73978.34,0.343,0.634,0,13.5,29232.58,8.55,4.4,0
66110.76,0.473,0.848,0,1.7,13246.53,13.61,8.3,1
42404.82,0.294,0.784,2,12.3,20666.34,10.57,5.2,1
124727.59,0.136,0.559,0,8.2,30309.52,7.04,7.0,0
44475.39,0.449,0.437,1,18.6,22223.48,10.15,2.5,1
59505.63,0.089,0.379,0,3.8,3751.27,9.35,7.2,0
66493.39,0.316,0.678,0,3.2,17379.84,9.49,5.1,0
66053.71,0.103,0.57,0,4.3,9091.69,8.2,8.3,0
80845.95,0.201,0.246,0,5.8,24260.56,7.53,11.8,0
54964.73,0.347,0.238,0,10.5,20109.76,6.57,13.3,0
36648.54,0.275,0.528,0,7.7,3823.43,10.09,3.9,1
58409.14,0.424,0.182,0,24.8,18575.69,5.59,3.5,0
102833.51,0.386,0.529,1,9.0,16956.46,11.35,1.9,0
87610.06,0.205,0.579,0,14.0,11967.73,12.08,1.5,0
132766.25,0.247,0.501,0,2.2,42215.07,9.98,5.0,0
88115.8,0.216,0.349,0,5.2,38334.24,5.9,12.3,0
50429.64,0.161,0.033,0,22.4,5862.54,5.5,6.0,0
32578.79,0.314,0.436,0,6.6,6060.32,7.43,7.3,1
35810.85,0.232,0.495,1,6.1,6832.12,8.61,14.8,1
56449.57,0.252,0.774,1,4.4,3828.14,9.17,9.7,0
45154.12,0.171,0.852,0,6.0,17416.11,12.09,14.4,0
107718.58,0.232,0.098,0,9.1,23900.92,5.15,1.6,0
138998.72,0.42,0.45,0,4.0,8134.05,9.34,6.3,1
242804.06,0.283,0.396,0,14.6,26591.21,8.26,4.1,0
47040.82,0.194,0.58,1,9.7,6899.39,7.41,0.6,1
106622.11,0.352,0.378,1,10.7,37814.39,7.39,2.3,0
133037.73,0.264,0.325,1,4.6,65402.46,9.23,2.7,0
80167.86,0.235,0.01,0,16.9,6371.48,5.53,9.6,0
140399.56,0.061,0.01,0,7.4,7518.45,4.43,2.2,0
109702.38,0.202,0.217,0,7.2,29281.65,6.77,1.3,0
67129.13,0.198,0.247,0,8.4,29668.53,4.25,4.2,0
53060.73,0.41,0.652,0,4.6,22223.49,9.85,11.1,0
57933.78,0.234,0.653,2,9.3,12894.62,12.05,7.6,0
20710.8,0.435,0.12,2,8.5,9682.99,8.21,7.7,0
61432.95,0.461,0.553,1,10.2,20589.7,12.57,3.7,0
51954.31,0.343,0.149,1,5.1,16424.2,8.15,5.1,0
43445.79,0.321,0.065,0,8.8,9275.2,6.21,3.7,0
82940.02,0.407,0.736,0,9.2,32992.81,14.08,2.5,0
31064.0,0.37,0.308,0,10.9,14383.36,6.99,12.7,0
100355.56,0.219,0.288,1,20.9,38035.7,7.96,2.4,0
73390.61,0.465,0.578,0,18.2,19073.39,7.14,4.7,0
60420.27,0.195,0.21,0,12.7,5139.65,6.23,5.4,0
81586.35,0.355,0.01,0,9.7,7220.05,3.56,5.6,0
27991.07,0.328,0.695,1,9.2,7502.51,9.24,2.3,0
107384.05,0.419,0.389,0,4.6,42512.28,8.28,5.8,0
81482.91,0.212,0.087,0,5.3,33318.48,6.41,6.8,0
77923.24,0.37,0.541,0,9.6,36766.8,9.32,13.2,0
85598.36,0.452,0.274,0,4.8,8836.55,9.85,6.9,0
53144.66,0.182,0.443,1,10.6,15635.62,4.96,5.8,0
32889.36,0.341,0.306,0,14.4,9471.18,8.92,6.5,0
108351.71,0.457,0.076,0,7.2,51386.67,5.0,1.8,0
92030.63,0.315,0.354,1,3.7,22084.0,6.94,4.7,1
76687.1,0.319,0.227,1,16.0,29003.2,8.44,4.5,1
61248.56,0.359,0.453,2,19.9,31403.78,9.27,9.5,1
127345.15,0.317,0.047,0,20.3,35541.5,4.49,19.5,0
107038.06,0.369,0.405,0,19.4,49154.71,9.93,2.5,0
64651.78,0.183,0.056,0,19.2,12587.7,5.67,8.5,0
35882.96,0.348,0.246,0,8.8,7110.77,8.32,18.3,0
40238.13,0.354,0.212,0,9.2,3575.03,4.77,10.8,0
46280.63,0.204,0.514,1,4.0,9400.87,9.05,2.5,1
150678.75,0.337,0.357,0,21.4,66262.07,7.94,13.5,0
42459.94,0.238,0.595,1,4.9,7573.76,8.13,1.3,0
56675.25,0.411,0.67,0,5.5,21786.02,10.92,0.3,0
54369.83,0.415,0.704,0,2.6,17687.19,9.78,2.3,1
54793.14,0.143,0.521,0,4.0,16343.45,9.27,5.5,0
55075.42,0.199,0.608,0,0.8,24673.37,10.6,6.3,1
49772.37,0.051,0.237,0,13.5,10143.03,6.36,11.0,0
141246.51,0.169,0.181,0,9.0,31856.43,5.88,19.2,0
86622.74,0.084,0.513,0,9.5,16441.44,7.05,7.3,0
250000.0,0.156,0.406,0,3.7,64284.22,9.12,22.5,0
44081.92,0.303,0.526,0,7.0,14359.29,8.42,5.6,0
188851.4,0.131,0.504,0,8.3,16858.55,10.26,7.6,0
149129.81,0.128,0.045,0,4.2,46155.41,7.6,1.3,0
77034.52,0.279,0.01,0,14.9,6709.7,3.74,14.4,0
66205.05,0.179,0.773,1,11.5,26754.25,12.31,9.3,0
36061.2,0.404,0.799,1,11.9,11293.67,13.0,6.4,1
41190.98,0.288,0.32,0,12.3,5193.26,5.76,7.0,0
65971.45,0.322,0.595,1,7.6,14603.59,8.85,0.9,0
80631.25,0.063,0.11,0,17.0,19588.41,3.5,6.5,0
40291.91,0.347,0.08,0,7.7,3699.67,4.93,3.0,0
245342.51,0.119,0.267,1,7.2,80000.0,8.7,9.6,0
60452.21,0.262,0.183,0,4.7,10147.73,9.47,5.5,0
61074.43,0.299,0.191,0,12.6,17862.99,3.5,2.7,0
43577.24,0.189,0.359,0,11.3,17827.99,8.26,6.2,0
54078.96,0.362,0.575,0,11.0,12581.98,10.9,1.1,0
64440.05,0.254,0.113,1,7.3,28759.22,8.16,0.5,0
67638.21,0.333,0.284,1,15.7,32000.97,9.81,7.7,0
71088.06,0.394,0.659,0,6.1,19430.08,9.07,9.1,0
103340.97,0.09,0.512,0,14.3,23475.79,7.78,13.6,0
54742.09,0.363,0.547,3,11.2,13773.85,12.2,7.1,0
126404.06,0.242,0.343,0,5.5,37804.29,8.64,7.8,0
70270.13,0.124,0.649,1,7.5,14113.84,10.34,7.1,0
62591.48,0.151,0.281,1,10.8,22540.52,7.09,1.8,0
76571.4,0.381,0.546,0,9.2,7821.44,9.23,5.0,0
121997.55,0.453,0.363,1,32.8,15055.11,6.78,1.0,0
86402.16,0.123,0.516,0,13.2,11053.87,8.18,9.3,0
65323.91,0.283,0.304,1,7.5,18274.65,10.78,4.0,0
80211.27,0.299,0.35,0,5.6,17230.06,9.1,10.5,0
58664.05,0.327,0.664,2,19.0,15249.73,10.26,3.6,0
62023.59,0.226,0.515,1,18.2,12024.42,9.53,2.3,0
61014.67,0.458,0.669,0,14.6,26832.5,8.67,5.0,0
59771.17,0.241,0.466,0,1.4,18467.58,6.99,3.4,0
96816.58,0.155,0.259,1,10.4,13376.55,7.3,13.7,0
116850.42,0.149,0.646,0,11.1,46343.55,11.89,7.1,0
168843.87,0.397,0.564,0,7.1,15790.03,14.89,3.6,0
36060.95,0.497,0.387,0,10.1,18577.66,9.37,7.4,1
92211.7,0.37,0.776,0,7.2,31283.73,10.15,4.4,1
32888.6,0.218,0.179,1,6.8,5234.21,6.36,5.9,0
98356.12,0.14,0.258,0,15.0,19421.06,6.37,4.1,0
41956.6,0.114,0.066,0,5.6,17191.82,5.07,6.1,0
51360.55,0.254,0.399,0,8.0,6433.56,6.68,5.4,0
94212.75,0.409,0.671,0,12.2,5852.25,7.81,5.5,0
54178.15,0.146,0.277,1,6.5,11782.29,10.37,1.3,0
40673.75,0.439,0.495,1,16.5,14753.24,12.82,4.9,0
49119.31,0.179,0.314,1,13.0,22390.26,8.26,4.8,0
88770.02,0.423,0.63,0,9.6,27668.66,11.44,7.2,0
51808.19,0.354,0.623,0,14.4,21054.09,9.79,12.4,0
72249.37,0.31,0.084,0,6.6,29830.8,7.67,5.8,1
54284.16,0.382,0.807,0,1.0,14504.54,9.97,1.9,1
111451.16,0.248,0.578,0,9.3,41273.81,10.35,8.2,0
106809.7,0.21,0.088,0,11.8,28368.5,5.77,7.6,0
26257.59,0.134,0.588,1,7.7,3691.56,8.91,9.9,0
118743.28,0.336,0.385,0,6.8,15283.2,6.84,2.4,0
48919.46,0.295,0.827,0,3.7,22427.72,10.54,6.2,1
59032.69,0.47,0.702,0,9.7,20512.02,11.05,12.6,1
44537.38,0.443,0.123,1,11.3,15456.47,7.11,2.3,0
67286.41,0.572,0.572,0,2.3,18914.8,7.87,5.2,1
211591.17,0.228,0.644,0,7.7,56481.55,9.18,3.7,0
91405.52,0.366,0.353,0,9.9,38824.02,8.27,7.5,0
65047.82,0.231,0.518,0,17.7,25656.79,8.72,7.7,0
69508.26,0.143,0.286,0,15.9,25199.56,5.4,5.8,0
38518.82,0.328,0.676,0,19.9,11038.85,12.07,2.0,0
138304.32,0.225,0.431,0,6.8,36541.89,9.1,7.5,0
71618.15,0.357,0.457,2,9.5,33370.99,12.79,5.4,1
33623.03,0.227,0.437,1,13.2,4225.1,10.35,0.5,0
39740.34,0.362,0.069,0,10.9,5313.3,7.25,8.8,0
73563.72,0.264,0.233,0,14.2,25957.15,6.18,11.1,0
148416.73,0.134,0.602,0,6.5,7420.84,10.44,15.7,0
38696.08,0.258,0.409,0,20.7,12206.94,8.44,5.5,0
115563.59,0.29,0.445,1,18.4,17213.89,9.8,1.8,0
63196.88,0.237,0.615,1,7.3,11546.31,8.01,8.3,0
31062.22,0.266,0.465,3,7.8,5980.1,13.55,4.6,0
44545.93,0.193,0.31,1,14.6,16536.92,8.69,4.3,0
138823.57,0.246,0.345,0,4.9,41110.0,10.06,15.4,0
40735.41,0.158,0.477,0,4.0,3670.02,9.47,10.5,0
51949.82,0.238,0.351,0,9.4,6517.46,8.69,11.6,0
109062.7,0.309,0.147,1,9.4,32049.12,8.42,2.1,0
85410.77,0.105,0.615,0,4.9,15117.57,11.41,7.8,0
42932.87,0.392,0.553,0,3.3,11636.63,12.03,15.3,0
102054.1,0.182,0.246,0,1.7,22715.14,9.39,8.1,0
131569.98,0.124,0.175,0,6.6,55995.27,6.37,5.9,0
65830.59,0.471,0.795,2,13.5,22094.69,10.81,11.7,0
49858.44,0.223,0.765,0,2.0,6493.36,9.36,15.6,0
71964.49,0.075,0.251,0,7.5,31122.09,5.24,5.6,0
78599.64,0.143,0.27,0,14.8,17123.67,7.82,2.0,0
34632.37,0.339,0.691,0,6.7,3995.65,8.64,5.1,0
110078.93,0.574,0.653,0,7.4,46832.32,14.42,9.7,1
162325.62,0.312,0.116,0,8.7,28564.97,9.48,4.1,0
53185.15,0.253,0.717,0,15.0,23712.63,7.46,0.4,1
78295.89,0.277,0.579,0,4.4,37202.15,10.1,6.7,0
148279.86,0.321,0.082,1,3.2,48018.03,5.9,20.6,0
218023.66,0.089,0.532,0,22.2,75843.0,6.42,1.1,0
119970.89,0.381,0.434,2,18.5,51127.61,8.21,3.1,1
24412.43,0.394,0.566,0,12.3,10257.59,7.15,3.0,0
55499.64,0.182,0.437,0,1.6,24785.36,9.66,8.9,0
68069.21,0.215,0.417,2,17.1,10494.57,8.66,2.4,1
45296.32,0.422,0.24,1,1.2,13610.56,9.72,3.7,1
143431.15,0.333,0.435,1,7.9,33127.48,10.49,2.2,0
171986.78,0.239,0.071,1,7.9,38412.26,6.67,7.3,0
34842.32,0.384,0.645,0,4.2,6408.52,7.65,9.7,0
57728.3,0.327,0.495,1,8.7,19857.28,11.54,1.7,1
50473.88,0.206,0.774,0,11.6,15801.83,11.56,2.7,0
68907.79,0.181,0.627,0,20.4,5565.03,8.83,7.8,0
58569.54,0.321,0.36,0,12.6,13852.74,8.83,6.3,0
140459.75,0.258,0.109,0,12.4,22965.69,5.83,3.7,0
39689.91,0.15,0.259,0,4.4,7511.96,9.83,8.8,0
22556.86,0.104,0.139,0,5.1,2843.63,5.65,4.9,0
29666.83,0.372,0.519,0,8.5,11524.95,8.78,4.1,1
45122.55,0.244,0.468,0,14.1,8629.92,8.24,7.4,0
51784.08,0.157,0.446,0,14.1,10730.37,7.35,9.8,0
83969.78,0.39,0.102,0,16.1,6679.19,7.3,16.3,0
41554.4,0.116,0.515,0,25.3,4147.25,8.43,1.7,0
28103.07,0.595,0.832,0,3.2,9500.9,15.39,4.5,1
34874.76,0.179,0.438,0,5.4,5697.67,6.99,14.2,0
37610.27,0.232,0.646,0,7.5,9312.09,10.23,4.2,0
52321.0,0.223,0.265,0,4.7,18571.35,6.77,3.6,0
44600.17,0.405,0.935,1,23.1,10136.98,12.34,10.0,0
